,lor,lor1,lor2,lor3,lor4,street_id,street,sub_district,zip_code
3488,10300734,10,30,07,34,8872,Am Brodersengarten,Biesd,12683
3490,10100205,10,10,02,05,10982,Am Cleantech Business Park,Marza,12681
3491,10400837,10,40,08,37,40100,Am Feldberg,Kauld,12621
3493,10300732,10,30,07,32,10856,Am Gewerbepark,Biesd,12683
3495,10300734,10,30,07,34,11125,Am Groen,Biesd,12683
3497,10400835,10,40,08,35,10986,Am Kirchendreieck,Kauld,12621
3499,10400939,10,40,09,39,40117,Am Kornfeld,Mahld,12623
3500,10400836,10,40,08,36,40117,Am Kornfeld,Kauld,12621
3501,10400835,10,40,08,35,40120,Am Lupinenfeld,Kauld,12621
3503,10400835,10,40,08,35,40120,Am Lupinenfeld,Kauld,12623
3505,10400938,10,40,09,38,40120,Am Lupinenfeld,Mahld,12623
3507,10400837,10,40,08,37,40122,Am Moosbruch,Kauld,12621
3509,10400837,10,40,08,37,40125,Am Niederfeld,Kauld,12621
3511,10400938,10,40,09,38,40132,Am Rosenhag,Mahld,12623
3513,10400835,10,40,08,35,40132,Am Rosenhag,Kauld,12623
3517,10400938,10,40,09,38,40135,Am Schlehdorn,Mahld,12623
3519,10300732,10,30,07,32,8574,Am Schloßhof,Biesd,12683
3521,10100313,10,10,03,13,40137,Am Schmeding,Marza,12685
3523,10400941,10,40,09,41,10904,Am Theodorpark,Mahld,12623
3525,10300734,10,30,07,34,40151,Am Waldberg,Biesd,12683
3527,10300734,10,30,07,34,40154,Am Weidenbruch,Biesd,12683
3528,10400835,10,40,08,35,40158,Am Wiesenhang,Kauld,12621
3530,10400837,10,40,08,37,10887,Am Wuhlebogen,Kauld,12621
3532,10400837,10,40,08,37,11182,Am Wuhlesee,Kauld,12621
3534,10100313,10,10,03,13,40087,Amanlisweg,Marza,12685
3535,10100314,10,10,03,14,40087,Amanlisweg,Marza,12685
3536,10400835,10,40,08,35,10634,Amelieweg,Kauld,12621
3538,10100316,10,10,03,16,8373,Amselhainer Weg,Marza,12685
3540,10300734,10,30,07,34,11123,An den Grachten,Biesd,12683
3542,10400938,10,40,09,38,40165,An den Siedlergärten,Mahld,12623
3544,10400939,10,40,09,39,40174,An der Schule,Mahld,12623
3546,10400837,10,40,08,37,40178,An der Wuhle,Kauld,12621
3548,10200524,10,20,05,24,8021,Annaburger Straße,Helld,12627
3550,10300731,10,30,07,31,40190,Annenstraße,Biesd,12683
3552,10300734,10,30,07,34,40193,Anselmstraße,Biesd,12683
3554,10400837,10,40,08,37,40202,Anton-von-Werner-Straße,Kauld,12621
3556,10300734,10,30,07,34,8494,Apfelwicklerstraße,Biesd,12683
3558,10300734,10,30,07,34,8492,Apollofalterallee,Biesd,12683
3560,10400940,10,40,09,40,40217,Arndtstraße,Mahld,12623
3562,10200422,10,20,04,22,9117,Arneburger Straße,Helld,12627
3564,10300734,10,30,07,34,40218,Arnfriedstraße,Biesd,12683
3566,10300734,10,30,07,34,40219,Arnfriedweg,Biesd,12683
3568,10300733,10,30,07,33,8873,Arno-Philippsthal-Straße,Biesd,12683
3570,10300734,10,30,07,34,40222,Arnsberger Straße,Biesd,12683
3572,10400941,10,40,09,41,10906,Arturweg,Mahld,12623
3574,10400940,10,40,09,40,40230,Attinghausenweg,Mahld,12623
3576,10200526,10,20,05,26,44031,Auerbacher Ring,Helld,12619
3577,10100314,10,10,03,14,43837,Auersbergstraße,Marza,12685
3579,10400837,10,40,08,37,40196,Auf der Höh,Kauld,12621
3581,10300734,10,30,07,34,8496,Augenfalterstraße,Biesd,12683
3583,10400836,10,40,08,36,40198,Auguststraße,Kauld,12621
3585,10300734,10,30,07,34,8877,Aurikelweg,Biesd,12683
3587,10300734,10,30,07,34,8500,Aurorafalterweg,Biesd,12683
3589,10400939,10,40,09,39,40235,Bachstraße,Mahld,12623
3591,10400940,10,40,09,40,40239,Badener Straße,Mahld,12623
3593,10300733,10,30,07,33,8017,Baggerseestraße,Biesd,12683
3595,10300734,10,30,07,34,43741,Bahnweg,Biesd,12683
3597,10400940,10,40,09,40,40253,Balsaminenweg,Mahld,12623
3599,10300734,10,30,07,34,40256,Balzerplatz,Biesd,12683
3600,10300734,10,30,07,34,40257,Balzerstraße,Biesd,12683
3602,10300734,10,30,07,34,40258,Balzerweg,Biesd,12683
3604,10400941,10,40,09,41,40259,Banater Straße,Mahld,12623
3606,10200629,10,20,06,29,43853,Bansiner Straße,Helld,12619
3608,10100315,10,10,03,15,43840,Bärensteinstraße,Marza,12685
3610,10100210,10,10,02,10,43866,Basdorfer Straße,Marza,12679
3612,10400835,10,40,08,35,40275,Bauerwitzer Weg,Kauld,12621
3614,10400835,10,40,08,35,40279,Bausdorfstraße,Kauld,12621
3615,10400941,10,40,09,41,40280,Bausdorfstraße,Mahld,12623
3618,10300733,10,30,07,33,40285,Beethovenstraße,Biesd,12683
3619,10400939,10,40,09,39,40286,Beethovenstraße,Mahld,12623
3622,10400941,10,40,09,41,40288,Begasstraße,Mahld,12623
3624,10100315,10,10,03,15,44857,Blumberger Damm,Marza,12685
3625,10100316,10,10,03,16,44857,Blumberger Damm,Marza,12685
3626,10100207,10,10,02,07,44857,Blumberger Damm,Marza,12679
3627,10100209,10,10,02,09,44857,Blumberger Damm,Marza,12685
3628,10100209,10,10,02,09,44857,Blumberger Damm,Marza,12687
3629,10100209,10,10,02,09,44857,Blumberger Damm,Marza,12679
3630,10100206,10,10,02,06,44857,Blumberger Damm,Marza,12687
3631,10400939,10,40,09,39,43823,Blumberger Straße,Mahld,12623
3633,10100313,10,10,03,13,40371,Blumenbachweg,Marza,12685
3635,10300734,10,30,07,34,40374,Blütenauer Straße,Biesd,12683
3637,10200630,10,20,06,30,43988,Bodo-Uhse-Straße,Helld,12619
3639,10200423,10,20,04,23,44022,Böhlener Straße,Helld,12627
3640,10200629,10,20,06,29,43850,Boizenburger Straße,Helld,12619
3642,10100316,10,10,03,16,8374,Bollersdorfer Weg,Marza,12685
3644,10100104,10,10,01,04,43902,Borkheider Straße,Marza,12689
3646,10300731,10,30,07,31,40398,Boschpoler Straße,Biesd,12683
3648,10100313,10,10,03,13,40399,Boskoopweg,Marza,12685
3650,10100205,10,10,02,05,8345,Boxberger Straße,Marza,12681
3652,10400940,10,40,09,40,40408,Brachetweg,Mahld,12623
3654,10300733,10,30,07,33,40409,Brachfelder Straße,Biesd,12683
3656,10300734,10,30,07,34,40410,Brachliner Straße,Biesd,12683
3658,10300733,10,30,07,33,40412,Brandorfer Weg,Biesd,12683
3660,10200524,10,20,05,24,9331,Branitzer Karree,Helld,12627
3662,10200524,10,20,05,24,44048,Branitzer Straße,Helld,12627
3664,10400938,10,40,09,38,9430,Braunbärenweg,Mahld,12623
3666,10300733,10,30,07,33,40420,Braunsdorfstraße,Biesd,12683
3668,10300733,10,30,07,33,40421,Brebacher Weg,Biesd,12683
3670,10300732,10,30,07,32,40421,Brebacher Weg,Biesd,12683
3671,10400835,10,40,08,35,40422,Bredereckstraße,Kauld,12621
3672,10300734,10,30,07,34,40427,Breitenfelder Straße,Biesd,12683
3674,10400938,10,40,09,38,40432,Bremer Straße,Mahld,12623
3676,10400835,10,40,08,35,40435,Briesener Weg,Kauld,12623
3677,10400938,10,40,09,38,40435,Briesener Weg,Mahld,12623
3679,10200418,10,20,04,18,11302,Brigitte-Reimann-Straße,Helld,12629
3680,10200419,10,20,04,19,11302,Brigitte-Reimann-Straße,Helld,12629
3681,10400836,10,40,08,36,40439,Brodauer Straße,Kauld,12621
3683,10100207,10,10,02,07,43896,Brodowiner Ring,Marza,12679
3685,10300733,10,30,07,33,40442,Bruchgrabenweg,Biesd,12683
3687,10400940,10,40,09,40,40443,Bruchsaler Straße,Mahld,12623
3689,10100313,10,10,03,13,43848,Bruno-Baum-Straße,Marza,12685
3691,10300734,10,30,07,34,40454,Buchenhainer Straße,Biesd,12683
3693,10400837,10,40,08,37,40455,Buchenstraße,Kauld,12623
3695,10300732,10,30,07,32,43885,Buckower Ring,Biesd,12683
3697,10300733,10,30,07,33,40465,Budsiner Straße,Biesd,12683
3699,10400837,10,40,08,37,40469,Büllinger Straße,Kauld,12621
3701,10300734,10,30,07,34,8521,Bültenring,Biesd,12683
3703,10400835,10,40,08,35,40475,Burggrafenstraße,Kauld,12623
3704,10400938,10,40,09,38,40475,Burggrafenstraße,Mahld,12623
3708,10300732,10,30,07,32,40476,Burghardweg,Biesd,12683
3710,10300731,10,30,07,31,40484,Buschiner Straße,Biesd,12683
3712,10400941,10,40,09,41,40488,Bütower Straße,Mahld,12623
3714,10400940,10,40,09,40,40490,Butterblumensteig,Mahld,12623
3716,10200628,10,20,06,28,44830,Carola-Neher-Straße,Helld,12619
3718,10200526,10,20,05,26,44830,Carola-Neher-Straße,Helld,12619
3719,10200630,10,20,06,30,8379,Cecilienplatz,Helld,12619
3720,10300731,10,30,07,31,44835,Cecilienstraße,Biesd,12683
3722,10300732,10,30,07,32,44835,Cecilienstraße,Biesd,12683
3724,10200630,10,20,06,30,44835,Cecilienstraße,Helld,12619
3726,10300731,10,30,07,31,40506,Charlottenstraße,Biesd,12683
3728,10400941,10,40,09,41,11181,Charlotte-von-Mahlsdorf-Ring,Mahld,12623
3730,10400837,10,40,08,37,40513,Chemnitzer Straße,Kauld,12621
3732,10300732,10,30,07,32,40519,Christelweg,Biesd,12683
3734,10200629,10,20,06,29,8576,Clara-Zetkin-Weg,Helld,12619
3736,10100311,10,10,03,11,44924,Coswiger Straße,Marza,12681
3738,10200420,10,20,04,20,43960,Cottbusser Platz,Helld,12627
3740,10200420,10,20,04,20,43959,Cottbusser Straße,Helld,12627
3742,10200421,10,20,04,21,43959,Cottbusser Straße,Helld,12627
3743,10400938,10,40,09,38,40536,Daffingerweg,Mahld,12623
3745,10400938,10,40,09,38,40540,Dahlwitzer Straße,Mahld,12623
3747,10100311,10,10,03,11,44098,Dahmeweg,Marza,12681
3748,10400837,10,40,08,37,40544,Damerauer Allee,Kauld,12621
3750,10300734,10,30,07,34,40553,Dankratstraße,Biesd,12683
3752,10300734,10,30,07,34,40554,Dankratweg,Biesd,12683
3754,10300733,10,30,07,33,40564,Debenzer Straße,Biesd,12683
3756,10100101,10,10,01,01,43964,Dessauer Straße,Marza,12689
3758,10400837,10,40,08,37,40574,Deutschhofer Allee,Kauld,12621
3759,10300732,10,30,07,32,40582,Diethelmweg,Biesd,12683
3761,10300733,10,30,07,33,40587,Dillinger Weg,Biesd,12683
3763,10300733,10,30,07,33,8995,Dingolfinger Straße,Biesd,12683
3764,10400939,10,40,09,39,40592,Dirschauer Straße,Mahld,12623
3766,10300734,10,30,07,34,8497,Distelfalterstraße,Biesd,12683
3768,10400837,10,40,08,37,40689,Eichhornstraße,Kauld,12621
3770,10100102,10,10,01,02,43906,Eichhorster Straße,Marza,12689
3772,10200423,10,20,04,23,44021,Eilenburger Straße,Helld,12627
3774,10200420,10,20,04,20,43953,Eisenacher Straße,Helld,12629
3775,10200418,10,20,04,18,43953,Eisenacher Straße,Helld,12629
3776,10100316,10,10,03,16,43953,Eisenacher Straße,Marza,12685
3778,10300734,10,30,07,34,8503,Eisfalterweg,Biesd,12683
3780,10400940,10,40,09,40,40703,Eisweg,Mahld,12623
3782,10300731,10,30,07,31,40706,Eitelstraße,Biesd,12683
3784,10200420,10,20,04,20,11333,Elfriede-Brüning-Straße,Helld,12629
3785,10300731,10,30,07,31,40716,Elisabethstraße,Biesd,12683
3786,10100315,10,10,03,15,40716,Elisabethstraße,Marza,12683
3787,10300732,10,30,07,32,40716,Elisabethstraße,Biesd,12683
3788,10400941,10,40,09,41,10965,Ellaweg,Mahld,12623
3790,10300733,10,30,07,33,11220,Elsa-Ledetsch-Weg,Biesd,12683
3792,10300734,10,30,07,34,40724,Elsenallee,Biesd,12683
3794,10400837,10,40,08,37,40725,Elsenborner Weg,Kauld,12621
3796,10400837,10,40,08,37,40728,Elsenstraße,Kauld,12621
3797,10400940,10,40,09,40,40729,Elsenstraße,Mahld,12623
3800,10300733,10,30,07,33,44081,Elsterwerdaer Platz,Biesd,12683
3802,10100311,10,10,03,11,40736,Eltzbachweg,Marza,12681
3804,10400938,10,40,09,38,8807,Erdmännchenweg,Mahld,12623
3805,10400941,10,40,09,41,40747,Erich-Baron-Weg,Mahld,12623
3807,10200628,10,20,06,28,44877,Erich-Kästner-Straße,Helld,12619
3809,10400835,10,40,08,35,44877,Erich-Kästner-Straße,Kauld,12619
3810,10400835,10,40,08,35,10984,Erich-Knauf-Weg,Kauld,12621
3812,10200630,10,20,06,30,44829,Ernst-Bloch-Straße,Helld,12619
3814,10400835,10,40,08,35,40759,Ernst-Haeckel-Straße,Kauld,12621
3816,10300733,10,30,07,33,40761,Ernstroder Weg,Biesd,12683
3817,10300731,10,30,07,31,8879,Erntedankweg,Biesd,12683
3818,10300734,10,30,07,34,40764,Erwinstraße,Biesd,12683
3820,10400837,10,40,08,37,40765,Eschelberger Weg,Kauld,12621
3822,10400940,10,40,09,40,40769,Eschenstraße,Mahld,12621
3824,10400837,10,40,08,37,40769,Eschenstraße,Kauld,12621
3827,10200628,10,20,06,28,43991,Etkar-André-Straße,Helld,12619
3829,10300731,10,30,07,31,8234,Eugen-Roth-Weg,Biesd,12683
3830,10100312,10,10,03,12,8234,Eugen-Roth-Weg,Marza,12683
3831,10200420,10,20,04,20,11332,Eva-Strittmatter-Straße,Helld,12629
3832,10400837,10,40,08,37,40793,Falkstätter Straße,Kauld,12621
3834,10100101,10,10,01,01,40797,Farmergasse,Marza,12689
3836,10400938,10,40,09,38,40802,Fauststraße,Mahld,12623
3838,10300733,10,30,07,33,10786,Fechinger Weg,Biesd,12683
3840,10400835,10,40,08,35,40806,Feierabendweg,Kauld,12621
3842,10200627,10,20,06,27,43913,Feldberger Ring,Helld,12619
3844,10400938,10,40,09,38,40808,Feldrain,Mahld,12623
3846,10200418,10,20,04,18,44058,Fercher Straße,Helld,12629
3847,10400836,10,40,08,36,40815,Ferdinandstraße,Kauld,12621
3849,10300734,10,30,07,34,9436,Feuerfalterstraße,Biesd,12683
3851,10400837,10,40,08,37,40816,Feuersteiner Straße,Kauld,12621
3853,10100314,10,10,03,14,43839,Fichtelbergstraße,Marza,12685
3855,10400837,10,40,08,37,40820,Fichtenstraße,Kauld,12621
3857,10400835,10,40,08,35,44863,Finkelsteinstraße,Kauld,12619
3859,10400837,10,40,08,37,40828,Finkenstraße,Kauld,12621
3861,10400836,10,40,08,36,40829,Finkenwalder Weg,Kauld,12621
3863,10400835,10,40,08,35,40833,Finsterberger Straße,Kauld,12621
3864,10100103,10,10,01,03,43898,Flämingstraße,Marza,12689
3866,10400938,10,40,09,38,40848,Florastraße,Mahld,12623
3868,10200524,10,20,05,24,44045,Forster Straße,Helld,12627
3870,10300734,10,30,07,34,40858,Fortunaallee,Biesd,12683
3872,10300733,10,30,07,33,40860,Frankenholzer Weg,Biesd,12683
3874,10100311,10,10,03,11,8602,Frank-Schweitzer-Straße,Marza,12681
3875,10100311,10,10,03,11,9408,Frank-Zappa-Straße,Marza,12681
3877,11200411,11,20,04,11,9408,Frank-Zappa-Straße,AHohs,12681
3878,10400938,10,40,09,38,40869,Frans-Hals-Straße,Mahld,12623
3880,10400836,10,40,08,36,40867,Franzburger Straße,Kauld,12621
3882,10400835,10,40,08,35,10985,Franz-Jägerstätter-Weg,Kauld,12621
3884,10100210,10,10,02,10,43865,Franz-Stenzer-Straße,Marza,12679
3886,10400940,10,40,09,40,40880,Freiburger Straße,Mahld,12623
3888,10400939,10,40,09,39,40885,Frettchenweg,Mahld,12623
3890,10300732,10,30,07,32,40888,Fridolinweg,Biesd,12683
3892,10400940,10,40,09,40,40896,Friedenstraße,Mahld,12623
3894,10400939,10,40,09,39,43782,Friesacker Straße,Mahld,12623
3896,10200421,10,20,04,21,6626,Fritz-Lang-Platz,Helld,12627
3898,10200421,10,20,04,21,6611,Fritz-Lang-Straße,Helld,12627
3900,10400939,10,40,09,39,40916,Fritz-Reuter-Straße,Mahld,12623
3902,10200525,10,20,05,25,8476,Frohburger Straße,Helld,12627
3903,10300734,10,30,07,34,44746,Fuchsbergeweg,Biesd,12683
3905,10200629,10,20,06,29,43851,Gadebuscher Straße,Helld,12619
3907,10300731,10,30,07,31,40944,Garbenpfad,Biesd,12683
3909,10300734,10,30,07,34,40947,Gartenstraße,Biesd,12683
3911,10300732,10,30,07,32,43886,Garzauer Straße,Biesd,12683
3912,10400835,10,40,08,35,44037,Glauchauer Straße,Kauld,12627
3914,10300734,10,30,07,34,41020,Gleiwitzer Straße,Biesd,12683
3916,10200423,10,20,04,23,44020,Gohliser Straße,Helld,12627
3918,10100314,10,10,03,14,10930,Goldfasanenweg,Marza,12685
3920,10400940,10,40,09,40,41041,Goldregenstraße,Mahld,12623
3922,10100104,10,10,01,04,43909,Golliner Straße,Marza,12689
3924,10400941,10,40,09,41,41042,Golzower Straße,Mahld,12623
3926,10200418,10,20,04,18,43954,Gothaer Straße,Helld,12629
3928,10200420,10,20,04,20,43954,Gothaer Straße,Helld,12629
3930,10400938,10,40,09,38,41054,Götzkeweg,Mahld,12623
3932,10300733,10,30,07,33,41060,Grabensprung,Biesd,12683
3934,10300734,10,30,07,34,41060,Grabensprung,Biesd,12683
3936,10400938,10,40,09,38,41065,Graffplatz,Mahld,12623
3937,10400837,10,40,08,37,41070,Graubündener Straße,Kauld,12621
3939,10100314,10,10,03,14,41073,Gravensteiner Steg,Marza,12685
3941,10400938,10,40,09,38,9428,Greifenweg,Mahld,12623
3943,10400938,10,40,09,38,41078,Greifswalder Straße,Mahld,12623
3945,10100101,10,10,01,01,43969,Greizer Straße,Marza,12689
3947,10400940,10,40,09,40,41082,Grenzstraße,Mahld,12623
3949,10400938,10,40,09,38,41085,Griebenweg,Mahld,12623
3951,10100209,10,10,02,09,41091,Grohsteig,Marza,12679
3953,10400940,10,40,09,40,5195,Großmannstraße,Mahld,12623
3955,10400835,10,40,08,35,41102,Grottkauer Straße,Kauld,12621
3957,10100207,10,10,02,07,43893,Grumsiner Straße,Marza,12679
3959,10300734,10,30,07,34,44065,Grüne Aue,Biesd,12683
3960,10400835,10,40,08,35,11127,Grüner-Hahn-Weg,Kauld,12621
3962,10400941,10,40,09,41,41119,Grunowstraße,Mahld,12623
3964,10100311,10,10,03,11,41132,Gülser Weg,Marza,12681
3966,10400835,10,40,08,35,41133,Gülzower Straße,Kauld,12621
3967,10200629,10,20,06,29,41133,Gülzower Straße,Helld,12619
3968,10400835,10,40,08,35,41133,Gülzower Straße,Kauld,12619
3969,10200630,10,20,06,30,41133,Gülzower Straße,Helld,12619
3971,10300734,10,30,07,34,41137,Guntramstraße,Biesd,12683
3973,10400941,10,40,09,41,8994,Gustavstraße,Mahld,12623
3975,10400835,10,40,08,35,41143,Güstrower Straße,Kauld,12621
3977,10200420,10,20,04,20,11334,Gut Hellersdorf,Helld,12629
3979,10400835,10,40,08,35,41144,Gutenbergstraße,Kauld,12621
3981,10300734,10,30,07,34,41151,Habichtshorst,Biesd,12683
3983,10400837,10,40,08,37,41153,Habsheimer Straße,Kauld,12621
3985,10300734,10,30,07,34,41158,Hadubrandstraße,Biesd,12683
3987,10300734,10,30,07,34,41157,Hadubrandweg,Biesd,12683
3989,10300731,10,30,07,31,41161,Hafersteig,Biesd,12683
3991,10100313,10,10,03,13,41162,Hagebuttenhecke,Marza,12685
3993,10300733,10,30,07,33,9085,Haltoner Straße,Biesd,12683
3995,10400835,10,40,08,35,41173,Hamannweg,Kauld,12621
3997,10400938,10,40,09,38,41175,Hamburger Straße,Mahld,12623
3999,10400836,10,40,08,36,41177,Hamsterstraße,Kauld,12621
4001,10400939,10,40,09,39,41177,Hamsterstraße,Mahld,12621
4002,10400939,10,40,09,39,41178,Händelstraße,Mahld,12623
4004,10100313,10,10,03,13,41179,Hänflingsteig,Marza,12685
4006,10300731,10,30,07,31,41184,Hannaweg,Biesd,12683
4007,10400835,10,40,08,35,41186,Hannsdorfer Straße,Kauld,12621
4008,10300733,10,30,07,33,11008,Hanoier Straße,Biesd,12683
4010,10300732,10,30,07,32,43983,Hans-Fallada-Straße,Biesd,12683
4012,10100313,10,10,03,13,41192,Harbertssteg,Marza,12685
4014,10100316,10,10,03,16,8341,Hasenholzer Allee,Marza,12685
4016,10100311,10,10,03,11,41209,Hatzenporter Weg,Marza,12681
4018,10300734,10,30,07,34,41218,Hauptweg,Biesd,12683
4020,10200419,10,20,04,19,43957,Havelländer Ring,Helld,12629
4022,10200418,10,20,04,18,43957,Havelländer Ring,Helld,12629
4023,10200420,10,20,04,20,43957,Havelländer Ring,Helld,12629
4024,10100102,10,10,01,02,44853,Havemannstraße,Marza,12689
4025,10100103,10,10,01,03,44853,Havemannstraße,Marza,12689
4026,10100104,10,10,01,04,44853,Havemannstraße,Marza,12689
4028,10300733,10,30,07,33,41223,Haydnstraße,Biesd,12683
4030,10400837,10,40,08,37,41231,Heerstraße,Kauld,12621
4032,10300734,10,30,07,34,41232,Heesestraße,Biesd,12683
4034,10300734,10,30,07,34,8501,Heidefalterweg,Biesd,12683
4036,10300734,10,30,07,34,8874,Heidekrautweg,Biesd,12683
4038,10200524,10,20,05,24,44040,Heidenauer Straße,Helld,12627
4040,10400941,10,40,09,41,41242,Heidestraße,Mahld,12623
4042,10300733,10,30,07,33,11219,Heino-Schmieden-Weg,Biesd,12683
4044,10400835,10,40,08,35,44666,Heinrich-Grüber-Straße,Kauld,12621
4045,10400836,10,40,08,36,44666,Heinrich-Grüber-Straße,Kauld,12621
4047,10400835,10,40,08,35,44666,Heinrich-Grüber-Straße,Kauld,12619
4049,10100312,10,10,03,12,43833,Helene-Weigel-Platz,Marza,12681
4051,10100315,10,10,03,15,43844,Heliosstraße,Marza,12685
4053,10200422,10,20,04,22,9116,Hellersdorfer Promenade,Helld,12627
4055,10400835,10,40,08,35,41266,Hellersdorfer Straße,Kauld,12621
4056,10200629,10,20,06,29,41266,Hellersdorfer Straße,Helld,12619
4058,10200627,10,20,06,27,41266,Hellersdorfer Straße,Helld,12619
4059,10200627,10,20,06,27,41266,Hellersdorfer Straße,Helld,12627
4060,10200420,10,20,04,20,41266,Hellersdorfer Straße,Helld,12627
4061,10200421,10,20,04,21,41266,Hellersdorfer Straße,Helld,12627
4062,10100205,10,10,02,05,41265,Hellersdorfer Weg,Marza,12689
4064,10100316,10,10,03,16,8369,Hennickendorfer Weg,Marza,12679
4065,10200421,10,20,04,21,6584,Henny-Porten-Straße,Helld,12627
4066,10400940,10,40,09,40,41279,Herderstraße,Mahld,12623
4068,10400941,10,40,09,41,41280,Heribaldstraße,Mahld,12623
4070,10200629,10,20,06,29,8578,Heringsdorfer Straße,Helld,12619
4072,10400938,10,40,09,38,41285,Hermelinweg,Mahld,12623
4074,10400941,10,40,09,41,11093,Hermineweg,Mahld,12623
4076,10200525,10,20,05,25,44038,Hermsdorfer Straße,Helld,12627
4078,10400835,10,40,08,35,41290,Hertwigswalder Steig,Kauld,12621
4080,10400940,10,40,09,40,41294,Herweghstraße,Mahld,12623
4082,10400940,10,40,09,40,41300,Heuetsteig,Mahld,12623
4084,10300731,10,30,07,31,41307,Hiltrudstraße,Biesd,12683
4086,10100315,10,10,03,15,41307,Hiltrudstraße,Marza,12683
4087,10100313,10,10,03,13,44937,Hinter der Mühle,Marza,12685
4089,10300733,10,30,07,33,8300,Hinter der Post,Biesd,12683
4090,10100316,10,10,03,16,8370,Hirschfelder Weg,Marza,12679
4092,10400837,10,40,08,37,41314,Hirschpfad,Kauld,12623
4094,10300731,10,30,07,31,41317,Hirseweg,Biesd,12683
4096,10400837,10,40,08,37,41318,Hirsinger Straße,Kauld,12621
4098,10400835,10,40,08,35,41324,Hirtschulzstraße,Kauld,12621
4100,10400938,10,40,09,38,41325,Hobeckweg,Mahld,12623
4102,10400941,10,40,09,41,41330,Hochwieser Straße,Mahld,12623
4104,10100207,10,10,02,07,43897,Hohensaatener Straße,Marza,12679
4105,11100204,11,10,02,04,41342,Hohenschönhauser Straße,NHohs,13057
4106,10100205,10,10,02,05,41342,Hohenschönhauser Straße,Marza,13057
4107,11100203,11,10,02,03,41342,Hohenschönhauser Straße,NHohs,13057
4108,10100104,10,10,01,04,43911,Hohenwalder Straße,Marza,12689
4110,10400837,10,40,08,37,41352,Holbeinstraße,Kauld,12621
4112,10400939,10,40,09,39,41361,Hönower Straße,Mahld,12623
4114,10400938,10,40,09,38,41361,Hönower Straße,Mahld,12623
4116,10400837,10,40,08,37,41364,Honsfelder Straße,Kauld,12621
4118,10100313,10,10,03,13,41369,Hornetweg,Marza,12685
